Artikelnr.,Ordercode,RoHS-compatibel?,Uw art.nr.,Opmerkingen,Hoeveelheid,Artikelnummer fabrikant,Naam fabrikant,Fabrikant / beschrijving,Beschikbaarheid,Prijs per stuk (&euro;),Artikelprijs (&euro;),Prijs na korting (&euro;)
1,4032862,RoHS: YES / FTALATEN: YES,,,1.0,"AD9959/PCBZ",ANALOG DEVICES,"ANALOG DEVICES  Evaluation Kit, AD9959, Direct Digital Synthesizer",3,514.0400,514.04,,
2,3404692,RoHS: YES / FTALATEN: TBA,,,1.0,"ABX00027",ARDUINO,"ARDUINO  NANO 33 IOT DEV BRD, ARM CORTEX-M0+ MCU",252,18.3200,18.32,,
3,3404693,RoHS: YES / FTALATEN: TBA,,,1.0,"ABX00032",ARDUINO,"ARDUINO  NANO 33 IOT W/HEADER DEVELOPMENT BOARD",20,19.8700,19.87,,

,,,,,,,Subtotaal,&euro;552.23
,,,,,,,Totaal aantal goederen,&euro;552.23
,,,,,,,Levering,&euro;0.00
,,,,,,,BTW,&euro;115.97
,,,,,,,Totaal,&euro;668.20
